"Term","NObs","FreqObs","Obs.Exp","pValue","PMI_Term","PMI","NPMI","Stopword"
"profusion",22,0.000112502045491736,22,5.71896195653348e-06,"profusion",8.6449109230506,0.515055637250013,FALSE
"spectacle",19,9.71608574701358e-05,19,4.0038571436363e-05,"spectacle",8.62200777331506,0.51505111648671,FALSE
"lawn",25,0.000127843233513337,25,8.04093270238986e-07,"lawn",8.61532618028711,0.51482923793928,FALSE
"irregularities",14,7.15922107674685e-05,14,0.000976365878689309,"irregularities",8.7948279588257,0.514760489166529,FALSE
"arches",34,0.000173866797578138,17,1.9387562020874e-08,"arches",8.41976111188105,0.51459299890614,FALSE
"grossness",6,3.06823760432008e-05,Inf,0.0312488014758149,"grossness",9.36751577261246,0.514571064728241,FALSE
"accoutrements",6,3.06823760432008e-05,Inf,0.0312488014758149,"accoutrements",9.1572783562226,0.514481351840979,FALSE
"et",690,0.00352847324496809,2.85123966942149,1.24869541215717e-50,"et",6.84216921572393,0.51434913831079,TRUE
"singular",72,0.000368188512518409,8,2.44345658493291e-13,"singular",7.96202922039787,0.514290665100487,FALSE
"rugged",22,0.000112502045491736,22,5.71896195653348e-06,"rugged",8.58696927293573,0.514261775338318,FALSE
"captors",9,4.60235640648012e-05,Inf,0.00390589044963952,"captors",9.18842274192437,0.514237835493451,FALSE
"eccentric",8,4.09098347242677e-05,Inf,0.00781194069514902,"eccentric",9.11076914557745,0.513956631250948,FALSE
"performances",20,0.000102274586810669,20,2.09716192913635e-05,"performances",8.5655203435117,0.51272098646868,FALSE
"discordant",8,4.09098347242677e-05,Inf,0.00781194069514902,"discordant",9.02188287909348,0.512720382961986,FALSE
"pleasantry",11,5.62510227458681e-05,Inf,0.000976425174370801,"pleasantry",8.97118520364712,0.512670103290756,FALSE
"cauldron",6,3.06823760432008e-05,Inf,0.0312488014758149,"cauldron",9.31555103626532,0.512411602698858,FALSE
"ridiculously",7,3.57961053837343e-05,Inf,0.0156241610373607,"ridiculously",9.19580398674318,0.512249378801905,FALSE
"fringed",9,4.60235640648012e-05,Inf,0.00390589044963952,"fringed",9.03171658310151,0.51206651740494,FALSE
"whim",16,8.18196694485354e-05,16,0.000274583926147278,"whim",8.75868899933776,0.51202734146944,FALSE
"chimneys",10,5.11372934053346e-05,Inf,0.00195290028303574,"chimneys",8.97566959007025,0.512009070856862,FALSE
"bushy",6,3.06823760432008e-05,Inf,0.0312488014758149,"bushy",9.23180713847646,0.511949185506107,FALSE
"cascade",7,3.57961053837343e-05,Inf,0.0156241610373607,"cascade",9.11154849315924,0.511912121022266,FALSE
"le",822,0.00420348551791851,2.47590361445783,1.44219499395766e-48,"le",6.71310539751296,0.511762780857035,TRUE
"visage",29,0.00014829815087547,14.5,4.62450027588984e-07,"visage",8.4027363248818,0.511702933736261,FALSE
"paired",11,5.62510227458681e-05,11,0.00634691468117391,"paired",8.83108256977931,0.511689821905992,FALSE
"heap",29,0.00014829815087547,9.66666666666667,2.55387477322269e-06,"heap",8.31714693538798,0.511665793148523,FALSE
"works",157,0.000802855506463754,4.90625,5.16021242721782e-21,"works",7.50318377192278,0.511486508385697,FALSE
"antiquarian",8,4.09098347242677e-05,Inf,0.00781194069514902,"antiquarian",9.18187504380641,0.511473471401419,FALSE
"transitions",7,3.57961053837343e-05,Inf,0.0156241610373607,"transitions",9.25635935439546,0.510493107913452,FALSE
"architecure",6,3.06823760432008e-05,Inf,0.0312488014758149,"architecure",9.18097684917189,0.510297509863125,FALSE
"solemnity",30,0.000153411880216004,10,1.39990854329082e-06,"solemnity",8.34431013150602,0.509919865404739,FALSE
"feats",8,4.09098347242677e-05,Inf,0.00781194069514902,"feats",8.95013225393726,0.50961144675704,FALSE
"peevishness",6,3.06823760432008e-05,Inf,0.0312488014758149,"peevishness",9.27827964146809,0.509317272945232,FALSE
"roof",47,0.000240345279005073,11.75,2.41071158993392e-10,"roof",8.17012081587697,0.509092543695373,FALSE
"appendage",6,3.06823760432008e-05,Inf,0.0312488014758149,"appendage",9.08220372730374,0.50904626111751,FALSE
"fancy",82,0.000419325805923744,7.45454545454545,1.40697958232833e-14,"fancy",7.82428902933911,0.508750557529582,FALSE
"hanger",9,4.60235640648012e-05,Inf,0.00390589044963952,"hanger",9.12643919210079,0.508659202018454,FALSE
"habit",66,0.000337506136475209,7.33333333333333,7.62748212972918e-12,"habit",7.91224313065417,0.508291509742719,FALSE
"disfigured",10,5.11372934053346e-05,Inf,0.00195290028303574,"disfigured",8.93822252577057,0.508161694231536,FALSE
"wooden",36,0.000184094256259205,12,3.60398128041428e-08,"wooden",8.29787398749859,0.508112226089253,FALSE
"represent",55,0.000281255113729341,9.16666666666667,5.36438154783162e-11,"represent",8.02413853200507,0.507935047560852,FALSE
"enamelled",9,4.60235640648012e-05,Inf,0.00390589044963952,"enamelled",9.01048832294186,0.507851941555076,FALSE
"masterpiece",6,3.06823760432008e-05,Inf,0.0312488014758149,"masterpiece",9.11736668673519,0.507604188648332,FALSE
"waistcoat",9,4.60235640648012e-05,Inf,0.00390589044963952,"waistcoat",8.92828611015675,0.507596782608633,FALSE
"reservoir",7,3.57961053837343e-05,Inf,0.0156241610373607,"reservoir",9.01644690565001,0.507272788832237,FALSE
"imprint",6,3.06823760432008e-05,Inf,0.0312488014758149,"imprint",9.03108921433421,0.507153256213484,FALSE
