"Term","NObs","FreqObs","Obs.Exp","pValue","PMI_Term","PMI","NPMI","Stopword"
"went",30,0.000114738549092801,0.416666666666667,3.87842877972294e-05,"went",4.87127886061661,0.296302703613578,FALSE
"estate",18,6.88431294556803e-05,0.545454545454545,0.0488629457118294,"estate",5.0512253362139,0.296273354057335,FALSE
"n",110,0.000420708013340269,0.284974093264249,5.25156392469868e-37,"n",4.48788999327056,0.296266415816409,TRUE
"men",82,0.000313618700853655,0.329317269076305,1.00359277133985e-20,"men",4.58691089750637,0.296187461771488,FALSE
"c",187,0.000715203622678457,0.250670241286863,8.91926594835184e-80,"c",4.3355868468,0.296133893024518,TRUE
"off",37,0.000141510877214454,0.389473684210526,4.6236026244221e-07,"off",4.79902801925518,0.295617498867473,TRUE
"know",59,0.000225652479882508,0.36875,5.84829007229906e-12,"know",4.67966853021556,0.295496884321013,FALSE
"title",16,6.11938928494936e-05,0.484848484848485,0.021288109335335,"title",5.03500619903109,0.295390118346872,FALSE
"says",29,0.000110913930789707,0.439393939393939,0.000186155871838604,"says",4.87044713765653,0.29460546302063,FALSE
"ver",17,6.5018511152587e-05,0.485714285714286,0.01752769115257,"ver",5.00767810625584,0.294254354844265,FALSE
"re",45,0.000172107823639201,0.346153846153846,9.11282405389946e-11,"re",4.69808586782577,0.293240449904188,FALSE
"took",34,0.000130037022305174,0.409638554216867,6.76004300536846e-06,"took",4.79692069246298,0.29303238193035,FALSE
"lie",38,0.000145335495517547,0.368932038834951,4.08150435569577e-08,"lie",4.7480964470328,0.292976315574761,FALSE
"rest",29,0.000110913930789707,0.439393939393939,0.000186155871838604,"rest",4.84734654509244,0.292787455027066,FALSE
"hundred",32,0.000122387785698987,0.470588235294118,0.000408263931297687,"hundred",4.83884808363713,0.292694087395911,FALSE
"third",22,8.41416026680537e-05,0.458333333333333,0.0025458965645294,"third",4.91672767180346,0.292561421075997,FALSE
"take",63,0.000240950953094881,0.331578947368421,5.44616864365597e-16,"take",4.59902930718355,0.292095991326949,FALSE
"adj",13,4.97200379402136e-05,0.481481481481481,0.0384699625201966,"adj",5.02816201720157,0.291504521261987,FALSE
"di",29,0.000110913930789707,0.386666666666667,7.35158261320425e-06,"di",4.79704377881092,0.291051905858744,FALSE
"chap",14,5.35446562433069e-05,0.466666666666667,0.022623218281964,"chap",5.00228638517696,0.291027263835548,FALSE
"aid",19,7.26677477587737e-05,0.475,0.00863779188803283,"aid",4.93185324273228,0.290749991593306,FALSE
"since",37,0.000141510877214454,0.393617021276596,6.69696205472308e-07,"since",4.73712400583934,0.290511600337642,FALSE
"greatest",18,6.88431294556803e-05,0.45,0.00535235222845456,"greatest",4.92117943407619,0.289996846278057,FALSE
"answered",12,4.58954196371202e-05,0.428571428571429,0.0165849225042327,"answered",4.99923234938835,0.289419076417529,FALSE
"cap",14,5.35446562433069e-05,0.482758620689655,0.0315325793667808,"cap",4.98908053866775,0.28923879719597,FALSE
"follow",17,6.5018511152587e-05,0.515151515151515,0.0328308587448806,"follow",4.9524250161762,0.288870142320924,FALSE
"told",25,9.56154575773338e-05,0.403225806451613,9.04889423492091e-05,"told",4.8101993096107,0.288780304424404,FALSE
"ought",31,0.000118563167395894,0.378048780487805,1.72569918875085e-06,"ought",4.7446784587677,0.288714501768283,TRUE
"em",13,4.97200379402136e-05,0.464285714285714,0.0275271495330678,"em",4.9847656928167,0.288663683218924,FALSE
"enter",19,7.26677477587737e-05,0.452380952380952,0.00444174400963302,"enter",4.89135340275865,0.288362384429768,FALSE
"lived",14,5.35446562433069e-05,0.5,0.0435501558908408,"lived",4.98099380263351,0.288198002608901,FALSE
"terms",13,4.97200379402136e-05,0.448275862068966,0.0195156463541813,"terms",4.96797622832641,0.288095394498868,FALSE
"ill",45,0.000172107823639201,0.357142857142857,4.45966231697755e-10,"ill",4.63825293042921,0.287864079486229,FALSE
"till",50,0.000191230915154668,0.333333333333333,8.31316698052535e-13,"till",4.59772968285431,0.28769539248226,FALSE
"f",103,0.000393935685218615,0.264781491002571,3.73376174112678e-40,"f",4.37845837487583,0.287119499404227,FALSE
"show",17,6.5018511152587e-05,0.485714285714286,0.01752769115257,"show",4.91524469614337,0.287060006486213,FALSE
"d",104,0.000397760303521709,0.247619047619048,4.74260121808882e-46,"d",4.35811987586479,0.28684528903099,TRUE
"letter",27,0.00010326469418352,0.435483870967742,0.000265271734062721,"letter",4.78316236444167,0.286833533695314,FALSE
"knew",20,7.6492366061867e-05,0.434782608695652,0.00185701868531672,"knew",4.84664868002423,0.286559841684831,FALSE
"earth",33,0.000126212404002081,0.388235294117647,1.83827171137188e-06,"earth",4.70829504036657,0.28642623991596,FALSE
"name",46,0.000175932441942294,0.343283582089552,3.57340099589253e-11,"name",4.60481249170944,0.286168291827544,FALSE
"poor",30,0.000114738549092801,0.394736842105263,9.08419835925348e-06,"poor",4.72629430809303,0.285926443265526,FALSE
"royal",17,6.5018511152587e-05,0.472222222222222,0.0126558912353083,"royal",4.8886465241126,0.285506620661563,FALSE
"leave",27,0.00010326469418352,0.385714285714286,1.47408031029914e-05,"leave",4.73847943890529,0.285275468100644,FALSE
"t",163,0.000623412783404216,0.218498659517426,7.11978147107187e-90,"t",4.2097297599547,0.28510196197845,TRUE
"future",14,5.35446562433069e-05,0.451612903225806,0.0160898617523323,"future",4.91357040699139,0.285019268755233,FALSE
"friend",25,9.56154575773338e-05,0.384615384615385,2.96190789664903e-05,"friend",4.7491784275849,0.284979862320097,FALSE
"spirit",32,0.000122387785698987,0.372093023255814,6.88548039948607e-07,"spirit",4.68219135210503,0.284652235794886,FALSE
"oh",20,7.6492366061867e-05,0.377358490566038,0.000141489536952711,"oh",4.79074669227845,0.284588096115856,FALSE
"robert",11,4.20708013340269e-05,0.458333333333333,0.0409529040131429,"robert",4.95952882350212,0.284201610268926,FALSE
"na",16,6.11938928494936e-05,0.457142857142857,0.0109697247141717,"na",4.87688309533451,0.284027854768373,FALSE
