"Year","sublime_raw_freq","sublime_raw_prob","sublime_smoothed_avg_3","sublime_smoothed_avg_5","sublime_smoothed_avg_7","sublime_smoothed_avg_9","sublime_smoothed_avg_11","grotesque_raw_freq","grotesque_raw_prob","grotesque_smoothed_avg_3","grotesque_smoothed_avg_5","grotesque_smoothed_avg_7","grotesque_smoothed_avg_9","grotesque_smoothed_avg_11","beautiful_raw_freq","beautiful_raw_prob","beautiful_smoothed_avg_3","beautiful_smoothed_avg_5","beautiful_smoothed_avg_7","beautiful_smoothed_avg_9","beautiful_smoothed_avg_11","picturesque_raw_freq","picturesque_raw_prob","picturesque_smoothed_avg_3","picturesque_smoothed_avg_5","picturesque_smoothed_avg_7","picturesque_smoothed_avg_9","picturesque_smoothed_avg_11","arabesque_raw_freq","arabesque_raw_prob","arabesque_smoothed_avg_3","arabesque_smoothed_avg_5","arabesque_smoothed_avg_7","arabesque_smoothed_avg_9","arabesque_smoothed_avg_11","aesthetic_raw_freq","aesthetic_raw_prob","aesthetic_smoothed_avg_3","aesthetic_smoothed_avg_5","aesthetic_smoothed_avg_7","aesthetic_smoothed_avg_9","aesthetic_smoothed_avg_11"
1697,113,15.733110749265,15.7433350224919,15.7554641592921,15.3850735796351,13.5833412221635,13.8283369756527,1,0.139231068577567,0.1328204841508,0.281168939978623,0.251296292787181,0.195452672167807,0.19790019764506,900,125.30796171981,138.251669921322,129.435975061309,130.891183544918,126.781416043533,126.941635600125,0,0,0,0,0,0,0,0,0,0,0,0.0159615742338819,0.0124145577374637,0.0101573654215612,0,0,0,0,0,0,0
1698,124,16.0722838002397,14.1409337227692,14.8096819067338,14.1056687966575,13.8093121743416,12.8709026642935,2,0.259230383874833,0.378593785511976,0.271848679162055,0.232758105595351,0.211834449407752,0.181201430398924,923,119.634822158236,119.693301676725,136.102224912748,130.826700097588,127.099086056675,122.973666443678,0,0,0,0,0,0,0,0,0,0,0.0223462039274347,0.0159615742338819,0.0124145577374637,0.0101573654215612,0,0,0,0,0,0,0
1699,72,10.6174066188028,14.2968960888109,12.4770323896899,12.9481005778996,13.1188377649288,12.8729760029199,5,0.737319904083528,0.406670775744236,0.271848679162055,0.215239912995682,0.207049824893929,0.196156148316885,774,114.13712115213,128.46364565267,125.53738608135,129.737802037056,125.273831907975,122.557167587339,0,0,0,0,0,0,0,0,0,0.0372436732123912,0.0223462039274347,0.0159615742338819,0.0124145577374637,0.0101573654215612,0,0,0,0,0,0,0
1700,145,16.2009978473902,10.1932557996483,11.8957965556122,11.6735743223152,11.9950700564825,12.388007924772,2,0.223462039274347,0.320260647785959,0.273489664478442,0.227626440098311,0.195320775309527,0.184359120103902,1357,151.618993647645,127.581382176235,122.608885330732,119.909216699344,123.600187023339,119.169209424457,0,0,0,0,0,0,0.0117743980127077,1,0.111731019637174,0.0372436732123912,0.0223462039274347,0.0159615742338819,0.0124145577374637,0.0101573654215612,0,0,0,0,0,0,0
1701,39,3.76136293275204,10.9297641196729,9.9819251413403,10.9711298915866,11.1015075049265,11.9040742750761,0,0,0.123632678144616,0.238984725647155,0.231236558458311,0.195320775309527,0.166849025484933,1213,116.988031728929,126.424161114431,118.884346603472,116.754499372045,113.640148154739,118.174768237348,0,0,0,0,0,0.0143909309044205,0.0117743980127077,0,0,0.0372436732123912,0.0223462039274347,0.0159615742338819,0.0124145577374637,0.0101573654215612,0,0,0,0,0,0,0
1702,435,12.8269315788764,7.69707374683617,10.0216437644127,9.72973899926202,11.087455084289,11.8529485739751,5,0.147435995159499,0.0780472282926332,0.124421124249962,0.194203646476192,0.188456467972966,0.178805765473558,3753,110.66545796672,109.555206072528,116.70191045879,111.116935644944,111.644695889455,112.065941695934,0,0,0,0,0.0185026254485406,0.0143909309044205,0.0165570940081575,0,0,0,0.0223462039274347,0.0159615742338819,0.0124145577374637,0.0101573654215612,0,0,0,0,0,0,0
1703,150,6.50292672888002,10.0486193473071,8.25795370572823,10.4424864770798,10.9530044182468,11.3834817456959,2,0.0867056897184003,0.132881193991822,0.079728716395093,0.0999368462569049,0.174266885306304,0.195045116418162,2330,101.012128521936,104.96750897246,102.412486942967,110.147188527819,109.753619419693,114.284664316318,0,0,0,0.0259036756279569,0.0185026254485406,0.0202364482321925,0.0165570940081575,0,0,0,0,0.0159615742338819,0.0124145577374637,0.0318299060330307,0,0,0,0,0,0,0
1704,263,10.8159997341649,8.23382467233756,10.6270089118832,10.2512336140041,10.9476231981791,11.2056020967234,4,0.164501897097566,0.0837358622719886,0.0952191769047973,0.0868028606284082,0.127660665849047,0.185276965842583,2510,103.224940428722,94.8029816730618,100.484658863631,103.146637139637,113.706596018793,116.148003820524,0,0,0.0431727927132615,0.0259036756279569,0.0260182905842475,0.0202364482321925,0.0165570940081575,0,0,0,0,0,0.0389032184848153,0.0318299060330307,0,0,0,0,0,0,0
1705,57,7.38254755396772,11.2683954172199,11.03406815728,11.2237497147814,10.7159131775293,11.6337386054513,0,0,0.080651399882029,0.0920368058478716,0.132211993338154,0.119696075656727,0.225429059980515,619,80.1718760685266,96.9152359431666,98.874594056362,107.821762684652,112.430214136221,120.241360701795,1,0.129518378139785,0.0431727927132615,0.0364256068179466,0.0260182905842475,0.0202364482321925,0.0165570940081575,0,0,0,0,0.0340568495323092,0.0264886607473516,0.0318299060330307,0,0,0,0,0,0,0.0535905881636719
1706,403,15.6066389635271,12.6171381077851,11.8472779391427,11.4078462980194,12.0009737644247,11.5558638316324,2,0.0774523025485215,0.0696588141411307,0.138268453697835,0.132832669393006,0.250695291167924,0.205114329137393,2772,107.348891332251,96.7119671103838,108.614950460781,112.031205361478,117.11643803813,118.860777357809,0,0,0.0607093446965776,0.0364256068179466,0.0260182905842475,0.0202364482321925,0.0165570940081575,0,0,0,0.0476795893452329,0.0340568495323092,0.0264886607473516,0.0261292281907267,0,0,0,0,0,0.065499607755599,0.0535905881636719
1707,565,14.8622278058604,13.6792808025269,12.5071995246181,12.6684150817237,12.2806897373698,12.821995591813,5,0.131524139874871,0.175613457130537,0.135724219787015,0.288873705090489,0.23431351392798,0.234088632650477,3901,102.615133930374,119.892645268885,115.996273715937,120.33862226493,119.979451248917,122.150552014476,2,0.0526096559499482,0.0175365519833161,0.0364256068179466,0.0260182905842475,0.0202364482321925,0.0165570940081575,0,0,0.0794659822420548,0.0476795893452329,0.0340568495323092,0.0319357233442215,0.0319240888933436,0,0,0,0,0.0842137814000558,0.065499607755599,0.0535905881636719
1708,133,10.5689756381933,13.1822703685319,14.0960716567866,13.3153258818976,13.523565911354,15.1183892587476,4,0.317863928968219,0.200389598795517,0.371522807707171,0.265373434076551,0.260092586030817,0.268509647047276,1884,149.713910544031,130.820200392969,131.794707871453,125.082570327084,125.775387296732,131.583235088093,0,0,0.0175365519833161,0.0105219311899896,0.0260182905842475,0.0202364482321925,0.0165570940081575,3,0.238397946726164,0.0794659822420548,0.0476795893452329,0.0410602157282848,0.0390183308696421,0.0319240888933436,0,0,0,0.117899293960078,0.0842137814000558,0.065499607755599,0.0535905881636719
1709,372,14.115607661542,13.3371638381818,14.0436189311577,14.7876494162934,16.5537061536866,16.0518163663571,4,0.151780727543463,0.549545865370821,0.356032347197467,0.310904482454255,0.300266503411563,0.312018399195197,3693,140.131556704502,149.669838031546,137.611444977763,135.511667024762,138.130946335373,138.597072081347,0,0,0,0.0105219311899896,0.00751566513570689,0.0202364482321925,0.0165570940081575,0,0,0.0794659822420548,0.0574843020195987,0.0501664254038256,0.0390183308696421,0.0319240888933436,0,0,0.196498823266797,0.117899293960078,0.0842137814000558,0.065499607755599,0.0535905881636719
1710,26,15.3269082148102,14.9289637372449,14.6089358289332,17.9991669808121,17.5968258601995,16.1593969162893,2,1.17899293960078,0.443591222381415,0.393470986951278,0.374992318307935,0.363077832672178,0.322967848235925,270,159.164046846105,145.242726804802,147.723528782142,150.808249945369,149.018997377508,139.502697351972,0,0,0,0,0.00751566513570689,0.00584551732777202,0.0165570940081575,0,0,0.0163411877906096,0.0702329955653558,0.0501664254038256,0.0390183308696421,0.0405588112129063,1,0.589496469800391,0.196498823266797,0.117899293960078,0.0842137814000558,0.065499607755599,0.0535905881636719
