Term,NObs,FreqObs,Obs.Exp,pValue,PMI_Term,PMI,NPMI,Stopword
hyacinthin,86,2.31E-05,Inf,2.58E-26,hyacinthin,12.85565585,0.836899092,FALSE
sultanian,12,3.23E-06,Inf,0.000488277,sultanian,14.3304888,0.832622804,FALSE
pathetic,1684,0.00045263,67.36,0,pathetic,10.1863812,0.827866527,FALSE
sublime,3395,0.000912517,39.94117647,0,sublime,9.544629734,0.815171517,FALSE
the,249306,0.067009132,1.086442672,4.68E-193,the,5.951791813,0.804520424,TRUE
sublimeness,63,1.69E-05,Inf,2.17E-19,sublimeness,12.45263581,0.798624365,FALSE
genius,4556,0.001224574,19.72294372,0,genius,8.909836024,0.785746507,FALSE
beautiful,4994,0.001342301,17.10273973,0,beautiful,8.801208807,0.78477243,FALSE
and,156456,0.042052661,1.266142803,0,and,6.134682189,0.783082593,TRUE
style,3639,0.0009781,21.92168675,0,style,9.007402574,0.778178344,FALSE
animations,42,1.13E-05,Inf,4.55E-13,animations,12.33520557,0.77809236,FALSE
of,172744,0.046430593,1.189115515,0,of,6.036008001,0.776745719,TRUE
tenebrious,57,1.53E-05,Inf,1.39E-17,tenebrious,12.40252546,0.774128496,FALSE
sublimatory,26,6.99E-06,Inf,2.98E-08,sublimatory,12.70110653,0.767055565,FALSE
grandeur,2429,0.000652873,26.11827957,0,grandeur,9.166197085,0.764298156,FALSE
truths,2306,0.000619813,21.35185185,0,truths,9.088465582,0.762495031,FALSE
imagery,549,0.000147562,68.625,9.22E-151,imagery,10.19542809,0.75780213,FALSE
lofty,2166,0.000582183,25.48235294,0,lofty,9.155816713,0.756799456,FALSE
clime,1016,0.000273083,56.44444444,2.54E-273,clime,9.796898453,0.752789398,FALSE
ideas,3714,0.000998259,14.28461538,0,ideas,8.644072263,0.752446973,FALSE
pathos,412,0.000110738,82.4,6.07E-115,pathos,10.29823919,0.751961625,FALSE
conceptions,977,0.000262601,39.08,2.26E-252,conceptions,9.641162283,0.750371614,FALSE
barmie,19,5.11E-06,Inf,3.81E-06,barmie,12.67394281,0.746371738,FALSE
sublimity,407,0.000109395,37,4.49E-105,sublimity,9.937621398,0.74566888,FALSE
climb,1070,0.000287597,46.52173913,4.24E-282,climb,9.621287159,0.742542201,FALSE
poetry,2379,0.000639434,21.05309735,0,poetry,8.934901188,0.742465742,FALSE
resublime,13,3.49E-06,Inf,0.000244138,resublime,12.8083929,0.740443453,FALSE
mysteries,1219,0.000327646,26.5,1.18E-296,mysteries,9.275765118,0.7371755,FALSE
elevated,1373,0.000369039,26.40384615,0,elevated,9.212717965,0.734872344,FALSE
most,12472,0.003352257,4.359314925,0,most,7.450000147,0.724404012,TRUE
bombast,241,6.48E-05,80.33333333,1.71E-67,bombast,10.37266526,0.723067427,FALSE
scenery,549,0.000147562,42.23076923,1.04E-143,scenery,9.699422459,0.720726352,FALSE
sentiment,1856,0.000498861,16.57142857,0,sentiment,8.74698517,0.715127077,FALSE
speculations,625,0.000167989,29.76190476,1.01E-155,speculations,9.44017808,0.714158818,FALSE
undramatically,8,2.15E-06,Inf,0.007812471,undramatically,12.8560601,0.710361843,FALSE
noble,4466,0.001200383,8.426415094,0,noble,8.061449622,0.709672654,FALSE
majestic,764,0.00020535,30.56,7.18E-191,majestic,9.314823815,0.708031788,FALSE
contemplations,332,8.92E-05,47.42857143,1.74E-88,contemplations,9.819896107,0.707246103,FALSE
milton,1201,0.000322808,21.07017544,1.27E-279,milton,8.950688802,0.704832518,FALSE
colloquy,117,3.14E-05,58.5,2.15E-32,colloquy,10.45096774,0.704660916,FALSE
rhyme,1186,0.000318776,26.95454545,1.61E-289,rhyme,9.049784028,0.703864217,FALSE
eloquence,1545,0.000415269,17.16666667,0,eloquence,8.744101304,0.702636288,FALSE
energic,48,1.29E-05,Inf,7.10E-15,energic,11.05732864,0.700137846,FALSE
soaring,301,8.09E-05,50.16666667,8.61E-81,soaring,9.816439608,0.699012851,FALSE
in,79953,0.021489981,1.101690711,2.81E-81,in,5.957267077,0.697275219,TRUE
loftiness,187,5.03E-05,62.33333333,1.45E-51,loftiness,10.14154606,0.696999585,FALSE
awful,1522,0.000409087,15.22,0,awful,8.660545795,0.696964831,FALSE
soar,558,0.000149981,29.36842105,7.25E-139,soar,9.348833668,0.696626542,FALSE
exalted,1544,0.000415,14.84615385,0,exalted,8.622606634,0.693678015,FALSE
cerulean,103,2.77E-05,103,1.03E-29,cerulean,10.41718712,0.692942965,FALSE
sentiments,2367,0.000636209,10.75909091,0,sentiments,8.30671911,0.692738589,FALSE
planky,7,1.88E-06,Inf,0.015624956,planky,12.29924936,0.690681292,FALSE
soars,251,6.75E-05,50.2,1.55E-67,soars,9.793297239,0.687885208,FALSE
poetical,931,0.000250237,19.39583333,3.53E-213,poetical,8.88195654,0.685968127,FALSE
more,17035,0.004578713,2.448612908,0,more,6.849302785,0.685178148,TRUE
invocant,28,7.53E-06,Inf,7.45E-09,invocant,11.13811672,0.682510271,FALSE
description,2066,0.000555305,10.59487179,0,description,8.283147386,0.682331383,FALSE
odes,421,0.000113158,35.08333333,7.14E-108,odes,9.400822859,0.682135252,FALSE
morality,1001,0.000269051,15.640625,3.27E-217,morality,8.69556275,0.677581462,FALSE
whirlwinds,209,5.62E-05,41.8,2.77E-55,whirlwinds,9.72403181,0.67598979,FALSE
sublimation,164,4.41E-05,54.66666667,8.29E-45,sublimation,9.966286614,0.674686191,FALSE
heights,565,0.000151862,20.17857143,4.83E-131,heights,8.996926201,0.673440896,FALSE
atrium,75,2.02E-05,75,2.04E-21,atrium,10.30001951,0.673158425,FALSE
contemplation,870,0.000233841,16.73076923,2.41E-192,contemplation,8.747390098,0.672661255,FALSE
flights,393,0.000105632,28.07142857,1.95E-97,flights,9.260901269,0.672549914,FALSE
strains,501,0.00013466,21.7826087,3.12E-118,strains,9.068044486,0.672035165,FALSE
inhaling,100,2.69E-05,100,8.04E-29,inhaling,10.35051864,0.671895723,FALSE
a,71963,0.019342407,0.943591425,1.56E-29,a,5.805682254,0.671518031,TRUE
epic,486,0.000130628,25.57894737,2.63E-118,epic,9.138447536,0.670602073,FALSE
awfully,169,4.54E-05,42.25,6.15E-45,awfully,9.72122616,0.66989442,FALSE
homer,1089,0.000292704,15.33802817,6.34E-235,homer,8.594152741,0.669335758,FALSE
oppugnant,30,8.06E-06,Inf,1.86E-09,oppugnant,10.90304918,0.667480388,FALSE
grand,3393,0.00091198,6.353932584,0,grand,7.766412198,0.666820188,FALSE
is,44715,0.012018617,1.248046221,5.73E-218,is,6.077149477,0.665652038,TRUE
to,88556,0.023802318,0.822330972,0,to,5.636372676,0.665460855,TRUE
simplicity,1067,0.000286791,13.85714286,1.34E-223,simplicity,8.519719548,0.66392436,FALSE
idea,2513,0.000675451,7,0,idea,7.901158076,0.663438317,FALSE
elevation,717,0.000192717,17.48780488,1.57E-160,elevation,8.758146693,0.662793218,FALSE
belied,163,4.38E-05,40.75,3.42E-43,belied,9.667161724,0.661978348,FALSE
unfettered,113,3.04E-05,56.5,3.21E-31,unfettered,9.941824569,0.661322229,FALSE
beauty,2897,0.000778663,6.83254717,0,beauty,7.817046445,0.660929035,FALSE
perspicuous,177,4.76E-05,44.25,2.88E-47,perspicuous,9.626141191,0.659138575,FALSE
thoughts,2969,0.000798016,5.9498998,0,thoughts,7.731928884,0.658059469,FALSE
energy,793,0.000213145,15.25,3.45E-171,energy,8.626791006,0.657985354,FALSE
picturesque,245,6.59E-05,35,3.34E-63,picturesque,9.397775168,0.657979066,FALSE
toyman,44,1.18E-05,Inf,1.14E-13,toyman,10.50966063,0.65784698,FALSE
burke,437,0.000117458,21.85,2.37E-103,burke,9.000314904,0.657669047,FALSE
latently,16,4.30E-06,Inf,3.05E-05,latently,11.24949668,0.657638361,FALSE
grandly,53,1.42E-05,53,6.11E-15,grandly,10.40619797,0.65748473,FALSE
mysterious,616,0.00016557,15.79487179,1.47E-134,mysterious,8.737246995,0.657219954,FALSE
geniuses,166,4.46E-05,33.2,7.90E-43,geniuses,9.565701576,0.656404975,FALSE
remix,10,2.69E-06,Inf,0.001953113,remix,11.49041778,0.655934281,FALSE
rides,387,0.000104019,20.36842105,2.46E-90,rides,9.006133909,0.655623861,FALSE
science,1298,0.00034888,9.759398496,2.05E-240,science,8.233595754,0.655208188,FALSE
poet,1867,0.000501817,9.197044335,0,poet,8.066322089,0.655113122,FALSE
magnanime,123,3.31E-05,61.5,3.70E-34,magnanime,9.823607095,0.654807824,FALSE
nature,7127,0.001915614,3.67371134,0,nature,7.16532551,0.653907812,FALSE
unvariegated,11,2.96E-06,Inf,0.000976555,unvariegated,11.4649387,0.653529253,FALSE
bard,676,0.000181697,15.72093023,2.39E-147,bard,8.663320906,0.653438003,FALSE
clang,111,2.98E-05,37,2.38E-29,clang,9.774328335,0.65328031,FALSE
images,1094,0.000294048,11.39583333,4.28E-215,images,8.344638707,0.652916775,FALSE
throned,146,3.92E-05,48.66666667,1.54E-39,throned,9.655878581,0.652807754,FALSE
abstruse,203,5.46E-05,33.83333333,2.69E-52,abstruse,9.415218483,0.65270691,FALSE
poem,1131,0.000303993,12.16129032,2.45E-227,poem,8.356078509,0.65267619,FALSE
elevate,329,8.84E-05,29.90909091,1.37E-82,elevate,9.194575945,0.652524518,FALSE
burkes,142,3.82E-05,47.33333333,2.28E-38,burkes,9.655255013,0.652510599,FALSE
elevates,150,4.03E-05,50,1.04E-40,elevates,9.655366749,0.651279798,FALSE
imagination,1680,0.000451555,9.6,0.00E+00,imagination,8.09472868,0.651098897,FALSE
doctrines,831,0.000223358,11.54166667,1.79E-164,doctrines,8.445194068,0.651035792,FALSE
heroic,717,0.000192717,15.25531915,6.25E-155,heroic,8.609699176,0.650458681,FALSE
pure,2090,0.000561756,6.920529801,0,pure,7.868065124,0.649532408,FALSE
unwet,24,6.45E-06,Inf,1.19E-07,unwet,10.82456326,0.648908802,FALSE
miltonic,24,6.45E-06,Inf,1.19E-07,miltonic,10.76588175,0.648248191,FALSE
doggerel,80,2.15E-05,80,6.78E-23,doggerel,10.00346389,0.648034473,FALSE
turbine,92,2.47E-05,46,4.51E-25,turbine,9.833401279,0.647819839,FALSE
precepts,964,0.000259106,11.61445783,5.60E-191,precepts,8.363138202,0.647714114,FALSE
homers,298,8.01E-05,24.83333333,1.32E-72,homers,9.132425812,0.64705072,FALSE
descriptions,507,0.000136273,16.9,6.09E-113,descriptions,8.756019111,0.646592829,FALSE
diction,253,6.80E-05,28.11111111,3.89E-63,diction,9.240005353,0.646369193,FALSE
incomprehensibly,28,7.53E-06,Inf,7.45E-09,incomprehensibly,10.53068278,0.644836096,FALSE
unfigured,15,4.03E-06,Inf,6.10E-05,unfigured,10.97587712,0.644804638,FALSE
language,2516,0.000676257,6.369620253,0,language,7.721042937,0.643807371,FALSE
refined,802,0.000215564,12.15151515,1.36E-161,refined,8.422718626,0.643776014,FALSE
unreluctant,19,5.11E-06,Inf,3.81E-06,unreluctant,10.92550298,0.643683375,FALSE
enthroned,179,4.81E-05,29.83333333,2.16E-45,enthroned,9.362650923,0.64346834,FALSE
port,1902,0.000511225,5.529069767,1.60E-260,port,7.770177734,0.643041687,FALSE
with,32344,0.008693507,1.243139365,1.46E-152,with,6.072736653,0.642346518,TRUE
spinozism,18,4.84E-06,Inf,7.63E-06,spinozism,10.94503978,0.642263188,FALSE
expression,1433,0.000385166,8.63253012,9.77E-252,expression,8.047744424,0.642192873,FALSE
towering,338,9.08E-05,21.125,1.17E-79,towering,8.973876426,0.642131965,FALSE
conception,622,0.000167183,13.52173913,5.58E-130,conception,8.547309231,0.642061709,FALSE
radiant,453,0.000121759,16.17857143,6.25E-100,radiant,8.744325345,0.642042362,FALSE
sublimely,116,3.12E-05,38.66666667,8.45E-31,sublimely,9.671557365,0.641211754,FALSE
hyacinthian,9,2.42E-06,Inf,0.003906231,hyacinthian,11.29338643,0.640806951,FALSE
elegant,1122,0.000301574,9.672413793,2.83E-207,elegant,8.173548412,0.640357198,FALSE
sublimate,235,6.32E-05,29.375,3.92E-59,sublimate,9.231109878,0.639804182,FALSE
unspoke,7,1.88E-06,Inf,0.015624956,unspoke,11.56795041,0.639582184,FALSE
soul,4794,0.001288544,3.998331943,0,soul,7.250868411,0.638680299,FALSE
magnificent,859,0.000230884,10.7375,1.30E-165,magnificent,8.302925631,0.638224809,FALSE
vivifying,100,2.69E-05,50,2.07E-27,vivifying,9.733795387,0.637970161,FALSE
elegance,715,0.00019218,13.24074074,3.02E-148,elegance,8.451485696,0.637417421,FALSE
la,14244,0.00382854,1.996635828,0,la,6.544263669,0.636824253,TRUE
de,22792,0.006126095,1.49445938,0,de,6.248019648,0.63671764,TRUE
that,43873,0.011792302,0.956568189,2.28E-11,that,5.819653177,0.636713094,TRUE
virtue,3581,0.000962511,4.351154313,0,virtue,7.37808794,0.635893732,FALSE
wonderfully,469,0.000126059,14.21212121,8.46E-100,wonderfully,8.625099446,0.635513932,FALSE
soared,87,2.34E-05,43.5,1.29E-23,soared,9.732374767,0.635428997,FALSE
heatless,7,1.88E-06,Inf,0.015624956,heatless,11.27379583,0.635134195,FALSE
simple,1653,0.000444298,7.004237288,1.25E-261,simple,7.858004635,0.635098694,FALSE
altezza,48,1.29E-05,48,1.78E-13,altezza,10.08608764,0.634268218,FALSE
untranslated,25,6.72E-06,Inf,5.96E-08,untranslated,10.67249683,0.633746048,FALSE
et,10533,0.002831088,2.28332972,0,et,6.68658691,0.632603675,TRUE
hyacinthine,25,6.72E-06,Inf,5.96E-08,hyacinthine,10.49250164,0.632361128,FALSE
conciseness,104,2.80E-05,52,1.40E-28,conciseness,9.641859825,0.632215547,FALSE
ode,645,0.000173365,13.4375,1.77E-134,ode,8.44854184,0.632103634,FALSE
theology,394,0.0001059,16.41666667,2.07E-87,theology,8.725161026,0.631853737,FALSE
chime,155,4.17E-05,38.75,7.19E-41,chime,9.373977873,0.630297422,FALSE
aquiline,62,1.67E-05,62,1.39E-17,aquiline,9.842322585,0.629592109,FALSE
which,27263,0.007327822,1.222556054,5.96E-111,which,6.057287623,0.629418049,TRUE
subline,12,3.23E-06,Inf,0.000488277,subline,10.9454208,0.629279245,FALSE
abstruseness,19,5.11E-06,Inf,3.81E-06,abstruseness,10.6011366,0.628785894,FALSE
contorno,13,3.49E-06,Inf,0.000244138,contorno,10.78343455,0.628668398,FALSE
philosophy,1121,0.000301305,8.242647059,3.87E-193,philosophy,8.020816795,0.62865243,FALSE
dignity,1723,0.000463113,6.576335878,3.37E-263,dignity,7.767039748,0.628510208,FALSE
subdititious,8,2.15E-06,Inf,0.007812471,subdititious,11.15243497,0.628297063,FALSE
excellence,796,0.000213951,11.21126761,5.28E-156,excellence,8.263022887,0.627860442,FALSE
notions,917,0.000246474,7.973913043,8.28E-156,notions,8.077963896,0.627764909,FALSE
poets,1222,0.000328452,8.666666667,2.77E-215,poets,7.996327945,0.627396862,FALSE
muse,834,0.000224165,11.12,6.65E-163,muse,8.237286552,0.627275761,FALSE
themes,193,5.19E-05,21.44444444,4.19E-46,themes,9.07120452,0.626917885,FALSE
aspire,413,0.000111007,15.2962963,7.17E-90,aspire,8.629988302,0.626879656,FALSE
elevating,119,3.20E-05,39.66666667,1.14E-31,elevating,9.421165477,0.626600882,FALSE
fastigium,9,2.42E-06,Inf,0.003906231,fastigium,10.94924828,0.626582484,FALSE
emotions,566,0.000152131,12.04255319,4.09E-114,emotions,8.414578373,0.626416752,FALSE
apostrophe,98,2.63E-05,32.66666667,1.35E-25,apostrophe,9.445800161,0.626152703,FALSE
transcend,111,2.98E-05,37,2.38E-29,transcend,9.434497836,0.625882077,FALSE
fulminates,12,3.23E-06,Inf,0.000488277,fulminates,10.76944272,0.625720708,FALSE
loftily,56,1.51E-05,56,8.05E-16,loftily,9.870950009,0.62567833,FALSE
its,9360,0.002515806,2.255965293,0,its,6.681349116,0.625519014,TRUE
theme,536,0.000144068,11.65217391,6.11E-107,theme,8.415189665,0.625410812,FALSE
truly,1812,0.000487034,5.061452514,3.22E-233,truly,7.621894288,0.625284368,FALSE
idiomatic,24,6.45E-06,Inf,1.19E-07,idiomatic,10.4449838,0.624803014,FALSE
objects,1023,0.000274965,8.184,8.42E-176,objects,8.016395403,0.623855822,FALSE
terrific,202,5.43E-05,20.2,1.30E-47,terrific,9.00126634,0.623811894,FALSE
scuffled,15,4.03E-06,Inf,6.10E-05,scuffled,10.84495027,0.623502946,FALSE
inimitably,62,1.67E-05,31,2.26E-16,inimitably,9.701338,0.623403549,FALSE
purity,869,0.000233572,9.344086022,1.31E-158,purity,8.12596089,0.623200256,FALSE
lyric,198,5.32E-05,24.75,1.42E-48,lyric,9.075140703,0.623024361,FALSE
sciences,713,0.000191642,9.25974026,6.57E-130,sciences,8.195566436,0.622966985,FALSE
virtues,1489,0.000400217,6.052845528,1.15E-216,virtues,7.746982433,0.622789565,FALSE
argumentative,100,2.69E-05,33.33333333,3.59E-26,argumentative,9.489361325,0.622560724,FALSE
harmonious,364,9.78E-05,16.54545455,5.20E-81,harmonious,8.668494341,0.622292624,FALSE
prose,561,0.000150787,13.35714286,6.26E-117,prose,8.424394758,0.622109275,FALSE
devotion,937,0.000251849,8.008547009,1.67E-159,devotion,8.024284099,0.621515665,FALSE
heavenly,1375,0.000369576,6.485849057,1.08E-208,heavenly,7.794625931,0.621407189,FALSE
evoking,12,3.23E-06,Inf,0.000488277,evoking,10.87536805,0.621267286,FALSE
magnificence,618,0.000166108,11.23636364,1.55E-121,magnificence,8.304642802,0.620912498,FALSE
interfused,10,2.69E-06,Inf,0.001953113,interfused,10.91184451,0.620841132,FALSE
cucurbit,85,2.28E-05,42.5,4.95E-23,cucurbit,9.575746257,0.620515363,FALSE
his,32190,0.008652114,1.029322419,0.000260451,his,5.874560316,0.620452269,TRUE
wing,811,0.000217983,8.536842105,2.00E-142,wing,8.092951075,0.620300479,FALSE
passages,873,0.000234647,8.643564356,4.68E-154,passages,8.069124104,0.620163806,FALSE
scenes,896,0.000240829,8.699029126,1.59E-158,scenes,8.060557394,0.62001544,FALSE
spectacle,343,9.22E-05,13.72,1.40E-72,spectacle,8.600115645,0.619882663,FALSE
le,11675,0.003138038,1.848772763,0,le,6.480251372,0.619393528,TRUE
mind,5132,0.001379393,3.378538512,0,mind,7.024627909,0.619299131,FALSE
divine,3267,0.000878113,4.29303548,0,divine,7.287215135,0.619065671,FALSE
profound,738,0.000198362,9.84,8.50E-138,profound,8.170778018,0.61873127,FALSE
celestial,622,0.000167183,10.9122807,4.93E-121,celestial,8.271273239,0.61862036,FALSE
stupendous,260,6.99E-05,20,7.76E-61,stupendous,8.835783035,0.617886125,FALSE
virgil,683,0.000183579,11.38333333,8.71E-135,virgil,8.246363146,0.617522442,FALSE
sublimating,11,2.96E-06,Inf,0.000976555,sublimating,10.77183793,0.617478606,FALSE
enthusiasm,406,0.000109126,14.5,4.57E-87,enthusiasm,8.528044559,0.617031644,FALSE
greatness,943,0.000253462,8.572727273,1.13E-165,greatness,8.007509273,0.616845242,FALSE
burlesque,160,4.30E-05,22.85714286,7.06E-39,burlesque,9.084328716,0.616746122,FALSE
vastness,71,1.91E-05,35.5,5.72E-19,vastness,9.60525659,0.616661272,FALSE
seraphs,130,3.49E-05,32.5,1.21E-33,seraphs,9.235074127,0.616528235,FALSE
geometry,307,8.25E-05,14.61904762,2.71E-66,geometry,8.627597602,0.616273079,FALSE
unbended,27,7.26E-06,Inf,1.49E-08,unbended,10.1274345,0.615855329,FALSE
poetic,295,7.93E-05,17.35294118,1.15E-66,poetic,8.70954331,0.615519508,FALSE
rapturous,176,4.73E-05,19.55555556,2.46E-41,rapturous,8.973417756,0.615509727,FALSE
transcendently,56,1.51E-05,56,8.05E-16,transcendently,9.634983986,0.615492996,FALSE
grandiose,14,3.76E-06,Inf,0.000122069,grandiose,10.51965094,0.614821976,FALSE
nimbus,40,1.08E-05,40,3.82E-11,nimbus,10.04419797,0.614756544,FALSE
plus,4546,0.001221886,2.953866147,0,plus,6.984257162,0.614272041,TRUE
ferri,149,4.00E-05,21.28571429,8.92E-36,ferri,9.008523366,0.614028058,FALSE
beauties,858,0.000230616,8.58,6.19E-151,beauties,8.02153045,0.613882695,FALSE
amplification,80,2.15E-05,40,1.41E-21,amplification,9.5204161,0.613828886,FALSE
figurative,280,7.53E-05,14.73684211,1.05E-60,figurative,8.657450323,0.613633499,FALSE
orators,312,8.39E-05,15.6,1.47E-68,orators,8.61231945,0.612445868,FALSE
so,15658,0.004208599,1.316572774,1.30E-114,so,6.190497472,0.611767854,TRUE
this,23204,0.006236833,1.104058619,1.84E-25,this,5.974336344,0.611758157,TRUE
TRUE,4212,0.001132113,2.7,3.80E-277,TRUE,6.958533096,0.611345984,FALSE
lifts,273,7.34E-05,16.05882353,1.35E-60,lifts,8.666005904,0.611332715,FALSE
plato,562,0.000151056,10.80769231,4.13E-109,plato,8.241191519,0.610833157,FALSE
marvellous,361,9.70E-05,12.89285714,6.82E-75,marvellous,8.475781002,0.610572001,FALSE
puffy,28,7.53E-06,Inf,7.45E-09,puffy,10.01908988,0.610522804,FALSE
acroamatic,6,1.61E-06,Inf,0.031249937,acroamatic,11.05300107,0.610352704,FALSE
elevato,19,5.11E-06,Inf,3.81E-06,elevato,10.29794896,0.610088681,FALSE
metaphors,180,4.84E-05,25.71428571,1.50E-44,metaphors,8.973644451,0.609756964,FALSE
compositions,386,0.00010375,12.86666667,6.13E-80,compositions,8.441261629,0.609305238,FALSE
pompous,334,8.98E-05,13.91666667,5.25E-71,pompous,8.516925971,0.609235733,FALSE
morale,273,7.34E-05,13.65,6.21E-58,morale,8.594169346,0.609193072,FALSE
moral,1388,0.00037307,5.783333333,2.51E-196,moral,7.651763688,0.609154906,FALSE
are,19466,0.005232123,1.260588007,1.55E-103,are,6.074675818,0.609068235,TRUE
nobleness,149,4.00E-05,21.28571429,8.92E-36,nobleness,9.010520108,0.608955886,FALSE
starry,197,5.30E-05,17.90909091,3.10E-45,starry,8.80545901,0.608072735,FALSE
godlike,310,8.33E-05,14.09090909,3.12E-66,godlike,8.532927295,0.607430186,FALSE
spirituality,101,2.71E-05,25.25,2.45E-25,spirituality,9.14915771,0.607325036,FALSE
efferent,8,2.15E-06,Inf,0.007812471,efferent,10.78981002,0.607320338,FALSE
cacumen,29,7.79E-06,29,5.77E-08,cacumen,9.870599005,0.606698099,FALSE
sublingual,19,5.11E-06,Inf,3.81E-06,sublingual,10.22264355,0.606569933,FALSE
rational,843,0.000226584,6.966942149,8.11E-134,rational,7.884524906,0.606027886,FALSE
stibium,23,6.18E-06,Inf,2.38E-07,stibium,10.14662871,0.605811938,FALSE
descriptive,161,4.33E-05,20.125,3.91E-38,descriptive,8.911924848,0.604642325,FALSE
raptures,321,8.63E-05,13.375,1.72E-67,raptures,8.47822187,0.604641843,FALSE
deity,860,0.000231153,8.514851485,9.18E-151,deity,7.938590399,0.604197091,FALSE
expressions,777,0.000208844,7.4,1.91E-127,expressions,7.92166563,0.60395227,FALSE
upheaved,15,4.03E-06,Inf,6.10E-05,upheaved,10.20695,0.603734074,FALSE
critics,473,0.000127134,11.825,5.25E-95,critics,8.284968817,0.603538762,FALSE
wings,980,0.000263407,6.405228758,4.08E-148,wings,7.775092571,0.603239014,FALSE
unconcerted,10,2.69E-06,Inf,0.001953113,unconcerted,10.66590204,0.603231837,FALSE
bold,1145,0.000307756,5.696517413,1.19E-160,bold,7.672597862,0.603200188,FALSE
fronts,154,4.14E-05,17.11111111,3.24E-35,fronts,8.845417701,0.602955637,FALSE
taste,1374,0.000369307,5.725,4.38E-193,taste,7.601557635,0.602780374,FALSE
comprehension,223,5.99E-05,17.15384615,1.55E-50,comprehension,8.684940779,0.602707902,FALSE
circled,103,2.77E-05,25.75,6.61E-26,circled,9.131091924,0.602409634,FALSE
inspires,310,8.33E-05,14.76190476,4.12E-67,inspires,8.510364811,0.601819544,FALSE
tumorous,6,1.61E-06,Inf,0.031249937,tumorous,10.83212767,0.601732305,FALSE
human,2500,0.000671957,4.237288136,5.12E-278,human,7.252588847,0.601340461,FALSE
poesy,149,4.00E-05,21.28571429,8.92E-36,poesy,8.890800059,0.601233202,FALSE
verse,1153,0.000309906,6.198924731,1.29E-170,verse,7.681122486,0.600790351,FALSE
humblest,124,3.33E-05,24.8,8.41E-31,humblest,9.051949387,0.600590861,FALSE
rapture,429,0.000115308,10.46341463,1.28E-82,rapture,8.244693575,0.600486579,FALSE
oddness,50,1.34E-05,50,4.62E-14,oddness,9.512294013,0.600384915,FALSE
tropes,96,2.58E-05,24,6.45E-24,tropes,9.158885452,0.600341151,FALSE
sublimable,8,2.15E-06,Inf,0.007812471,sublimable,10.66730246,0.600151293,FALSE
diffuseness,10,2.69E-06,Inf,0.001953113,diffuseness,10.46933813,0.599936579,FALSE
relish,394,0.0001059,10.36842105,9.95E-76,relish,8.265347042,0.599821989,FALSE
source,874,0.000234916,6.723076923,5.51E-136,source,7.80797331,0.599768336,FALSE
florid,194,5.21E-05,16.16666667,1.82E-43,florid,8.710608933,0.599721541,FALSE
immortal,862,0.000231691,7.183333333,4.70E-139,immortal,7.837730995,0.599715471,FALSE
dedit,286,7.69E-05,10.21428571,5.14E-55,dedit,8.383403392,0.599613906,FALSE
mystery,568,0.000152669,8,3.16E-97,mystery,8.03162689,0.599229249,FALSE
great,9595,0.00257897,1.698831445,3.77E-227,great,6.389926795,0.599189137,FALSE
as,26678,0.007170584,0.939233911,1.61E-13,as,5.783542951,0.598993134,TRUE
cremone,8,2.15E-06,Inf,0.007812471,cremone,10.51335501,0.598619764,FALSE
strain,530,0.000142455,8.548387097,1.22E-93,strain,8.075591557,0.59859879,FALSE
spires,152,4.09E-05,16.88888889,1.16E-34,spires,8.799680456,0.598122088,FALSE
animated,582,0.000156432,8.818181818,4.14E-104,animated,8.049330185,0.598037198,FALSE
loquence,98,2.63E-05,19.6,1.82E-23,loquence,9.04102714,0.597621347,FALSE
high,3482,0.000935901,3.051709027,5.22E-272,high,6.976323862,0.597430533,FALSE
admirable,706,0.000189761,7.844444444,2.33E-119,admirable,7.924011323,0.597297101,FALSE
energetic,115,3.09E-05,19.16666667,3.05E-27,energetic,8.960003142,0.597222714,FALSE
wrecks,127,3.41E-05,25.4,1.18E-31,wrecks,8.973155153,0.597219034,FALSE
turgid,120,3.23E-05,24,1.15E-29,turgid,9.005144697,0.597138428,FALSE
bathos,60,1.61E-05,60,5.38E-17,bathos,9.499763867,0.597114295,FALSE
inexpressibly,89,2.39E-05,22.25,6.16E-22,inexpressibly,9.081198877,0.59710235,FALSE
inspired,689,0.000185191,8.105882353,2.31E-118,inspired,7.942852617,0.596865595,FALSE
bouncing,50,1.34E-05,25,6.12E-13,bouncing,9.395386145,0.59680566,FALSE
on,18072,0.00485744,1.13148009,3.91E-30,on,5.98444218,0.596641233,TRUE
transcendent,161,4.33E-05,16.1,3.20E-36,transcendent,8.743363782,0.596573367,FALSE
submerge,14,3.76E-06,Inf,0.000122069,submerge,10.32531007,0.596548209,FALSE
concise,201,5.40E-05,16.75,2.14E-45,concise,8.669783979,0.596350361,FALSE
profoundness,24,6.45E-06,Inf,1.19E-07,profoundness,9.936756749,0.596170372,FALSE
revivify,8,2.15E-06,Inf,0.007812471,revivify,10.56464831,0.595447989,FALSE
rapt,178,4.78E-05,17.8,6.42E-41,rapt,8.716550453,0.595367158,FALSE
seraphic,104,2.80E-05,20.8,3.78E-25,seraphic,9.017536993,0.595243149,FALSE
admiration,894,0.000240292,7.388429752,2.74E-146,admiration,7.796557325,0.595184241,FALSE
allegory,182,4.89E-05,16.54545455,4.39E-41,allegory,8.689504962,0.595184007,FALSE
unrivalled,148,3.98E-05,18.5,1.67E-34,unrivalled,8.797763513,0.595122852,FALSE
